id1	id2	type
AT3G62960	AT1G11250	PPI
AT5G06420	AT1G11250	PPI
AT1G18870	AT1G11260	PPI
AT1G22300	AT1G11260	PPI
AT1G31190	AT1G11260	PPI
AT1G34460	AT1G11260	PPI
AT1G51040	AT1G11260	PPI
AT1G54560	AT1G11260	PPI
AT1G59740	AT1G11260	PPI
AT1G66240	AT1G11260	PPI
AT1G70580	AT1G11260	PPI
AT1G78050	AT1G11260	PPI
AT1G80050	AT1G11260	PPI
AT2G44820	AT1G11260	PPI
AT2G47570	AT1G11260	PPI
AT2G47760	AT1G11260	PPI
AT2G48100	AT1G11260	PPI
AT3G02000	AT1G11260	PPI
AT3G13560	AT1G11260	PPI
AT1G11260	AT3G19930	PPI
AT3G45240	AT1G11260	PPI
AT3G54820	AT1G11260	PPI
AT3G59540	AT1G11260	PPI
AT3G62870	AT1G11260	PPI
AT3G66656	AT1G11260	PPI
AT4G04720	AT1G11260	PPI
AT4G10130	AT1G11260	PPI
AT4G13590	AT1G11260	PPI
AT4G16265	AT1G11260	PPI
AT4G17190	AT1G11260	PPI
AT4G21560	AT1G11260	PPI
AT4G22120	AT1G11260	PPI
AT4G33710	AT1G11260	PPI
AT4G33720	AT1G11260	PPI
AT4G35620	AT1G11260	PPI
AT5G06150	AT1G11260	PPI
AT5G09590	AT1G11260	PPI
AT5G18380	AT1G11260	PPI
AT5G49030	AT1G11260	PPI
AT1G49520	AT1G11320	PPI
AT1G66950	AT1G11320	PPI
AT1G71530	AT1G11320	PPI
AT2G46650	AT1G11320	PPI
AT3G05040	AT1G11320	PPI
AT3G05560	AT1G11320	PPI
AT3G07100	AT1G11320	PPI
AT3G18860	AT1G11320	PPI
AT3G61210	AT1G11320	PPI
AT3G62870	AT1G11320	PPI
AT4G36750	AT1G11320	PPI
AT5G09660	AT1G11320	PPI
AT5G19090	AT1G11320	PPI
AT5G26340	AT1G11320	PPI
AT5G38110	AT1G11320	PPI
AT5G43840	AT1G11320	PPI
AT5G61220	AT1G11320	PPI
AT3G26590	AT1G11475	PPI
AT3G62870	AT1G11475	PPI
AT4G13980	AT1G11475	PPI
AT5G63400	AT1G11475	PPI
AT1G11755	AT1G11510	PPI
AT1G80530	AT1G11510	PPI
AT1G80710	AT1G11510	PPI
AT2G19980	AT1G11510	PPI
AT2G43190	AT1G11510	PPI
AT4G02450	AT1G11510	PPI
AT4G36490	AT1G11510	PPI
AT5G08335	AT1G11510	PPI
AT5G13450	AT1G11510	PPI
AT5G24840	AT1G11510	PPI
AT5G42720	AT1G11510	PPI
AT5G60540	AT1G11510	PPI
AT1G11530	AT1G07930	PPI
AT1G13320	AT1G11530	PPI
AT1G20696	AT1G11530	PPI
AT1G21640	AT1G11530	PPI
AT1G33090	AT1G11530	PPI
AT2G13650	AT1G11530	PPI
AT2G37470	AT1G11530	PPI
AT2G38960	AT1G11530	PPI
AT2G44510	AT1G11530	PPI
AT3G08950	AT1G11530	PPI
AT3G12530	AT1G11530	PPI
AT3G16050	AT1G11530	PPI
AT3G20550	AT1G11530	PPI
AT3G20650	AT1G11530	PPI
AT3G22890	AT1G11530	PPI
AT3G23570	AT1G11530	PPI
AT3G26590	AT1G11530	PPI
AT3G29060	AT1G11530	PPI
AT3G52390	AT1G11530	PPI
AT3G56190	AT1G11530	PPI
AT4G13980	AT1G11530	PPI
AT4G14240	AT1G11530	PPI
AT4G30990	AT1G11530	PPI
AT5G06290	AT1G11530	PPI
AT5G19660	AT1G11530	PPI
AT5G23900	AT1G11530	PPI
AT5G26030	AT1G11530	PPI
AT5G44740	AT1G11530	PPI
AT5G60390	AT1G11530	PPI
AT5G61220	AT1G11530	PPI
AT5G25490	AT1G11650	PPI
AT5G52640	AT1G11650	PPI
AT2G37925	AT1G11660	PPI
AT3G62870	AT1G11660	PPI
AT5G23570	AT1G11660	PPI
AT2G24940	AT1G11680	PPI
AT4G14880	AT1G11680	PPI
AT4G37760	AT1G11680	PPI
AT4G02450	AT1G11755	PPI
AT4G39200	AT1G11755	PPI
AT5G08335	AT1G11755	PPI
AT5G13450	AT1G11755	PPI
AT5G42720	AT1G11755	PPI
AT5G60540	AT1G11755	PPI
AT5G12480	AT1G11790	PPI
AT5G52640	AT1G11790	PPI
AT1G19730	AT1G11860	PPI
AT1G25155	AT1G11860	PPI
AT1G74710	AT1G11860	PPI
AT2G07695	AT1G11860	PPI
AT3G60240	AT1G11860	PPI
AT5G12480	AT1G11860	PPI
AT5G49970	AT1G11860	PPI
AT5G66640	AT1G11860	PPI
ATMG01360	AT1G11860	PPI
AT1G13950	AT1G11870	PPI
AT1G60730	AT1G11870	PPI
AT1G65240	AT1G11870	PPI
AT1G77780	AT1G11870	PPI
AT2G02760	AT1G11870	PPI
AT2G29540	AT1G11870	PPI
AT2G29990	AT1G11870	PPI
AT3G05960	AT1G11870	PPI
AT3G18660	AT1G11870	PPI
AT3G24010	AT1G11870	PPI
AT3G56190	AT1G11870	PPI
AT3G59280	AT1G11870	PPI
AT4G04700	AT1G11870	PPI
AT4G36490	AT1G11870	PPI
AT5G14180	AT1G11870	PPI
AT5G38890	AT1G11870	PPI
AT5G60980	AT1G11870	PPI
AT1G11890	AT1G01020	PPI
AT1G11890	AT1G02740	PPI
AT1G32130	AT1G11890	PPI
AT1G54140	AT1G11890	PPI
AT1G59890	AT1G11890	PPI
AT1G73570	AT1G11890	PPI
AT2G03870	AT1G11890	PPI
AT2G06210	AT1G11890	PPI
AT2G22530	AT1G11890	PPI
AT2G23070	AT1G11890	PPI
AT2G27470	AT1G11890	PPI
AT3G02820	AT1G11890	PPI
AT3G12180	AT1G11890	PPI
AT3G18520	AT1G11890	PPI
AT3G20800	AT1G11890	PPI
AT3G22142	AT1G11890	PPI
AT4G17890	AT1G11890	PPI
AT5G13680	AT1G11890	PPI
AT5G22840	AT1G11890	PPI
AT5G41790	AT1G11890	PPI
AT5G42000	AT1G11890	PPI
AT5G45600	AT1G11890	PPI
AT5G50320	AT1G11890	PPI
AT5G52640	AT1G11890	PPI
AT5G55310	AT1G11890	PPI
AT5G61150	AT1G11890	PPI
AT5G63110	AT1G11890	PPI
AT5G63610	AT1G11890	PPI
AT5G67270	AT1G11890	PPI
AT5G67630	AT1G11890	PPI
AT1G66740	AT1G11930	PPI
AT1G78870	AT1G11930	PPI
AT2G33840	AT1G11930	PPI
AT3G42660	AT1G11930	PPI
AT3G49650	AT1G11930	PPI
AT5G10260	AT1G11930	PPI
AT5G19180	AT1G11930	PPI
AT5G27970	AT1G11930	PPI
AT5G52640	AT1G11930	PPI
AT3G14980	AT1G11960	PPI
AT4G32140	AT1G11960	PPI
AT5G02500	AT1G11960	PPI
AT1G55255	AT1G12070	PPI
AT1G55810	AT1G12070	PPI
AT3G26590	AT1G12070	PPI
AT3G62870	AT1G12070	PPI
AT4G13980	AT1G12070	PPI
AT5G64760	AT1G12070	PPI
AT2G43810	AT1G12110	PPI
AT3G17520	AT1G12110	PPI
AT3G29800	AT1G12110	PPI
AT3G56920	AT1G12110	PPI
AT4G33730	AT1G12110	PPI
AT5G46110	AT1G12110	PPI
AT1G12130	AT1G01020	PPI
AT1G25510	AT1G12130	PPI
AT1G76920	AT1G12130	PPI
AT2G14610	AT1G12130	PPI
AT2G28720	AT1G12130	PPI
AT2G44350	AT1G12130	PPI
AT3G13445	AT1G12130	PPI
AT3G18600	AT1G12130	PPI
AT3G21540	AT1G12130	PPI
AT3G52250	AT1G12130	PPI
AT3G57050	AT1G12130	PPI
AT4G15900	AT1G12130	PPI
AT4G20440	AT1G12130	PPI
AT4G24040	AT1G12130	PPI
AT4G26510	AT1G12130	PPI
AT5G03540	AT1G12130	PPI
AT5G09590	AT1G12130	PPI
AT5G13840	AT1G12130	PPI
AT5G59850	AT1G12130	PPI
AT2G19720	AT1G12340	PPI
AT2G41380	AT1G12340	PPI
AT2G47510	AT1G12340	PPI
AT3G62870	AT1G12340	PPI
AT4G04210	AT1G12340	PPI
AT4G10360	AT1G12340	PPI
AT1G21170	AT1G12360	PPI
AT1G71820	AT1G12360	PPI
AT3G01340	AT1G12360	PPI
AT3G03800	AT1G12360	PPI
AT3G09900	AT1G12360	PPI
AT3G56640	AT1G12360	PPI
AT5G12370	AT1G12360	PPI
AT5G13150	AT1G12360	PPI
AT5G60790	AT1G12360	PPI
ATCG00790	AT1G12360	PPI
AT1G12390	AT1G10070	PPI
AT1G78770	AT1G12390	PPI
AT3G06100	AT1G12390	PPI
AT4G25950	AT1G12390	PPI
AT1G67190	AT1G12470	PPI
AT1G79590	AT1G12470	PPI
AT2G02760	AT1G12470	PPI
AT2G44950	AT1G12470	PPI
AT3G05710	AT1G12470	PPI
AT3G16100	AT1G12470	PPI
AT5G39510	AT1G12470	PPI
AT1G12520	AT1G08840	PPI
AT1G67190	AT1G12520	PPI
AT1G72050	AT1G12520	PPI
AT2G02760	AT1G12520	PPI
AT2G03870	AT1G12520	PPI
AT2G13680	AT1G12520	PPI
AT2G35670	AT1G12520	PPI
AT3G18520	AT1G12520	PPI
AT3G26020	AT1G12520	PPI
AT4G39050	AT1G12520	PPI
AT5G43530	AT1G12520	PPI
AT5G48640	AT1G12520	PPI
AT5G50320	AT1G12520	PPI
AT5G63610	AT1G12520	PPI
AT1G12640	AT1G07670	PPI
AT4G30580	AT1G12640	PPI
AT5G52640	AT1G12640	PPI
AT5G37830	AT1G12650	PPI
AT1G12730	AT1G05180	PPI
AT1G25510	AT1G12730	PPI
AT1G27040	AT1G12730	PPI
AT1G53900	AT1G12730	PPI
AT2G28720	AT1G12730	PPI
AT2G45960	AT1G12730	PPI
AT3G26590	AT1G12730	PPI
AT3G47370	AT1G12730	PPI
AT3G62030	AT1G12730	PPI
AT3G62870	AT1G12730	PPI
AT4G36800	AT1G12730	PPI
AT5G18380	AT1G12730	PPI
AT5G37350	AT1G12730	PPI
AT1G12840	AT1G07670	PPI
AT2G02760	AT1G12840	PPI
AT2G37550	AT1G12840	PPI
AT3G08560	AT1G12840	PPI
AT1G12880	AT1G12130	PPI
AT2G14580	AT1G12880	PPI
AT2G47090	AT1G12880	PPI
AT1G12900	AT1G04750	PPI
AT1G16240	AT1G12900	PPI
AT1G17810	AT1G12900	PPI
AT1G19660	AT1G12900	PPI
AT1G25155	AT1G12900	PPI
AT1G34580	AT1G12900	PPI
AT1G52500	AT1G12900	PPI
AT1G72680	AT1G12900	PPI
AT2G34180	AT1G12900	PPI
AT2G34890	AT1G12900	PPI
AT3G22320	AT1G12900	PPI
AT3G28610	AT1G12900	PPI
AT3G46320	AT1G12900	PPI
AT3G50860	AT1G12900	PPI
AT3G54670	AT1G12900	PPI
AT4G28860	AT1G12900	PPI
AT5G19320	AT1G12900	PPI
AT5G49560	AT1G12900	PPI
ATCG00905	AT1G12900	PPI
AT3G53110	AT1G12920	PPI
AT4G12460	AT1G12920	PPI
AT1G79210	AT1G13060	PPI
AT3G13330	AT1G13060	PPI
AT1G13060	AT5G40580	PPI
AT5G42790	AT1G13060	PPI
AT3G54380	AT1G13120	PPI
AT5G38890	AT1G13120	PPI
AT1G60780	AT1G13160	PPI
AT3G58660	AT1G13160	PPI
AT1G49490	AT1G13180	PPI
AT1G67730	AT1G13180	PPI
AT3G43810	AT1G13180	PPI
AT5G38470	AT1G13180	PPI
AT1G22300	AT1G13320	PPI
AT1G26140	AT1G13320	PPI
AT1G51040	AT1G13320	PPI
AT1G53900	AT1G13320	PPI
AT1G59740	AT1G13320	PPI
AT1G60730	AT1G13320	PPI
AT2G14560	AT1G13320	PPI
AT2G27550	AT1G13320	PPI
AT2G31020	AT1G13320	PPI
AT2G32670	AT1G13320	PPI
AT2G38490	AT1G13320	PPI
AT2G41530	AT1G13320	PPI
AT2G47510	AT1G13320	PPI
AT3G13560	AT1G13320	PPI
AT3G18660	AT1G13320	PPI
AT3G44590	AT1G13320	PPI
AT3G51880	AT1G13320	PPI
AT3G59020	AT1G13320	PPI
AT3G59410	AT1G13320	PPI
AT4G00520	AT1G13320	PPI
AT4G02050	AT1G13320	PPI
AT4G04210	AT1G13320	PPI
AT4G04695	AT1G13320	PPI
AT4G10130	AT1G13320	PPI
AT4G10920	AT1G13320	PPI
AT4G21680	AT1G13320	PPI
AT4G22790	AT1G13320	PPI
AT4G29430	AT1G13320	PPI
AT4G31470	AT1G13320	PPI
AT4G36860	AT1G13320	PPI
AT5G01390	AT1G13320	PPI
AT5G12010	AT1G13320	PPI
AT5G12350	AT1G13320	PPI
AT5G20560	AT1G13320	PPI
AT5G27720	AT1G13320	PPI
AT5G62880	AT1G13320	PPI
AT5G64760	AT1G13320	PPI
AT1G13440	AT1G10580	PPI
AT2G03820	AT1G13440	PPI
AT1G13440	AT3G04120	PPI
AT3G07180	AT1G13440	PPI
AT3G12780	AT1G13440	PPI
AT3G17660	AT1G13440	PPI
AT4G12460	AT1G13440	PPI
AT4G26840	AT1G13440	PPI
AT4G38630	AT1G13440	PPI
AT5G52640	AT1G13440	PPI
AT3G28360	AT1G13560	PPI
AT3G60550	AT1G13560	PPI
AT4G34580	AT1G13560	PPI
AT5G52640	AT1G13560	PPI
AT1G13580	AT1G04750	PPI
AT1G17810	AT1G13580	PPI
AT1G19730	AT1G13580	PPI
AT1G20693	AT1G13580	PPI
AT1G21370	AT1G13580	PPI
AT1G28460	AT1G13580	PPI
AT1G32090	AT1G13580	PPI
AT1G55300	AT1G13580	PPI
AT1G63780	AT1G13580	PPI
AT1G68020	AT1G13580	PPI
AT1G69640	AT1G13580	PPI
AT1G76300	AT1G13580	PPI
AT1G78770	AT1G13580	PPI
AT1G80050	AT1G13580	PPI
AT2G32670	AT1G13580	PPI
AT2G33560	AT1G13580	PPI
AT2G34750	AT1G13580	PPI
AT2G34890	AT1G13580	PPI
AT2G37790	AT1G13580	PPI
AT2G40400	AT1G13580	PPI
AT2G45960	AT1G13580	PPI
AT2G48100	AT1G13580	PPI
AT3G01090	AT1G13580	PPI
AT3G04460	AT1G13580	PPI
AT3G06483	AT1G13580	PPI
AT3G09640	AT1G13580	PPI
AT3G11230	AT1G13580	PPI
AT3G11240	AT1G13580	PPI
AT3G13210	AT1G13580	PPI
AT3G13445	AT1G13580	PPI
AT3G21460	AT1G13580	PPI
AT3G22110	AT1G13580	PPI
AT3G24010	AT1G13580	PPI
AT3G45240	AT1G13580	PPI
AT3G48930	AT1G13580	PPI
AT3G57300	AT1G13580	PPI
AT3G59540	AT1G13580	PPI
AT3G60180	AT1G13580	PPI
AT3G60360	AT1G13580	PPI
AT3G62870	AT1G13580	PPI
AT4G09800	AT1G13580	PPI
AT4G14710	AT1G13580	PPI
AT4G16660	AT1G13580	PPI
AT4G18800	AT1G13580	PPI
AT4G21490	AT1G13580	PPI
AT4G25340	AT1G13580	PPI
AT4G25740	AT1G13580	PPI
AT4G27130	AT1G13580	PPI
AT4G28860	AT1G13580	PPI
AT4G38250	AT1G13580	PPI
AT4G39200	AT1G13580	PPI
AT5G09660	AT1G13580	PPI
AT5G10350	AT1G13580	PPI
AT5G14180	AT1G13580	PPI
AT5G15450	AT1G13580	PPI
AT5G16980	AT1G13580	PPI
AT5G45620	AT1G13580	PPI
AT5G51820	AT1G13580	PPI
AT5G54840	AT1G13580	PPI
AT5G54940	AT1G13580	PPI
AT5G58180	AT1G13580	PPI
AT5G60540	AT1G13580	PPI
AT5G64760	AT1G13580	PPI
AT5G65990	AT1G13580	PPI
AT1G13640	AT1G10810	PPI
AT3G09630	AT1G13640	PPI
AT3G62870	AT1G13640	PPI
AT4G39100	AT1G13640	PPI
AT3G62870	AT1G13700	PPI
AT5G25490	AT1G13700	PPI
AT3G19980	AT1G13870	PPI
AT5G09740	AT1G13870	PPI
AT1G13950	AT1G06960	PPI
AT1G26320	AT1G13950	PPI
AT1G72560	AT1G13950	PPI
AT1G77780	AT1G13950	PPI
AT2G17420	AT1G13950	PPI
AT3G11290	AT1G13950	PPI
AT3G14290	AT1G13950	PPI
AT3G15710	AT1G13950	PPI
AT3G24010	AT1G13950	PPI
AT3G53030	AT1G13950	PPI
AT4G35520	AT1G13950	PPI
AT4G36050	AT1G13950	PPI
AT4G38250	AT1G13950	PPI
AT5G04800	AT1G13950	PPI
AT5G19310	AT1G13950	PPI
AT5G47630	AT1G13950	PPI
AT5G62880	AT1G13950	PPI
AT1G14010	AT1G02730	PPI
AT1G14010	AT1G06790	PPI
AT1G14010	AT1G07790	PPI
AT1G14010	AT1G10940	PPI
AT1G16880	AT1G14010	PPI
AT1G18870	AT1G14010	PPI
AT1G27040	AT1G14010	PPI
AT1G27080	AT1G14010	PPI
AT1G30810	AT1G14010	PPI
AT2G04660	AT1G14010	PPI
AT2G20410	AT1G14010	PPI
AT2G29680	AT1G14010	PPI
AT2G29940	AT1G14010	PPI
AT2G31060	AT1G14010	PPI
AT2G38960	AT1G14010	PPI
AT3G01280	AT1G14010	PPI
AT3G05760	AT1G14010	PPI
AT3G08980	AT1G14010	PPI
AT3G09820	AT1G14010	PPI
AT3G25800	AT1G14010	PPI
AT3G46900	AT1G14010	PPI
AT3G52590	AT1G14010	PPI
AT3G53880	AT1G14010	PPI
AT3G54630	AT1G14010	PPI
AT3G55605	AT1G14010	PPI
AT4G00810	AT1G14010	PPI
AT4G04720	AT1G14010	PPI
AT4G08690	AT1G14010	PPI
AT4G17190	AT1G14010	PPI
AT4G28470	AT1G14010	PPI
AT4G31770	AT1G14010	PPI
AT4G31985	AT1G14010	PPI
AT5G16960	AT1G14010	PPI
AT5G45380	AT1G14010	PPI
AT5G49030	AT1G14010	PPI
AT5G59890	AT1G14010	PPI
AT5G59960	AT1G14010	PPI
AT5G52640	AT1G14300	PPI
AT1G33770	AT1G14310	PPI
AT1G63110	AT1G14310	PPI
AT3G12530	AT1G14310	PPI
AT3G26590	AT1G14310	PPI
AT3G47370	AT1G14310	PPI
AT3G52390	AT1G14310	PPI
AT4G28950	AT1G14310	PPI
AT5G65430	AT1G14310	PPI
AT5G67380	AT1G14310	PPI
AT1G14320	AT1G10070	PPI
AT1G44180	AT1G14320	PPI
AT1G60680	AT1G14320	PPI
AT1G72340	AT1G14320	PPI
AT2G01250	AT1G14320	PPI
AT2G14880	AT1G14320	PPI
AT2G17360	AT1G14320	PPI
AT2G32050	AT1G14320	PPI
AT2G46070	AT1G14320	PPI
AT3G08700	AT1G14320	PPI
AT4G14320	AT1G14320	PPI
AT4G23430	AT1G14320	PPI
AT5G06130	AT1G14320	PPI
AT5G07090	AT1G14320	PPI
AT5G08160	AT1G14320	PPI
AT5G19450	AT1G14320	PPI
AT5G41610	AT1G14320	PPI
AT5G52640	AT1G14360	PPI
AT2G37840	AT1G14570	PPI
AT3G18860	AT1G14570	PPI
AT5G03340	AT1G14570	PPI
AT4G08500	AT1G14610	PPI
AT1G14620	AT1G05190	PPI
AT1G14620	AT1G07830	PPI
AT1G65540	AT1G14620	PPI
AT3G63490	AT1G14620	PPI
AT4G01310	AT1G14620	PPI
AT4G21110	AT1G14620	PPI
AT4G31460	AT1G14620	PPI
AT5G64650	AT1G14620	PPI
ATCG00160	AT1G14620	PPI
ATCG00790	AT1G14620	PPI
AT1G28060	AT1G14640	PPI
AT1G60170	AT1G14640	PPI
AT2G33340	AT1G14640	PPI
AT3G05760	AT1G14640	PPI
AT3G17660	AT1G14640	PPI
AT4G03430	AT1G14640	PPI
AT1G63110	AT1G14850	PPI
AT3G54380	AT1G14850	PPI
AT3G62870	AT1G14850	PPI
AT3G63130	AT1G14850	PPI
AT5G37720	AT1G14850	PPI
AT5G42190	AT1G14850	PPI
AT5G52640	AT1G14850	PPI
AT5G53480	AT1G14850	PPI
AT2G33340	AT1G14910	PPI
AT3G62870	AT1G14910	PPI
AT5G52640	AT1G14980	PPI
AT1G72480	AT1G15080	PPI
AT2G02370	AT1G15080	PPI
AT5G52640	AT1G15080	PPI
AT1G15130	AT1G02740	PPI
AT2G13680	AT1G15130	PPI
AT5G52640	AT1G15130	PPI
AT1G15170	AT1G10070	PPI
AT1G15170	AT1G10210	PPI
AT2G39290	AT1G15170	PPI
AT3G03920	AT1G15170	PPI
AT3G50960	AT1G15170	PPI
AT4G08800	AT1G15170	PPI
AT5G06290	AT1G15170	PPI
AT1G15210	AT1G05650	PPI
AT1G15210	AT1G07930	PPI
AT1G15210	AT1G11530	PPI
AT1G20696	AT1G15210	PPI
AT1G26140	AT1G15210	PPI
AT1G34580	AT1G15210	PPI
AT1G50310	AT1G15210	PPI
AT1G51770	AT1G15210	PPI
AT1G55730	AT1G15210	PPI
AT1G63660	AT1G15210	PPI
AT1G76720	AT1G15210	PPI
AT1G78970	AT1G15210	PPI
AT2G04940	AT1G15210	PPI
AT2G20450	AT1G15210	PPI
AT2G24040	AT1G15210	PPI
AT2G31020	AT1G15210	PPI
AT2G37470	AT1G15210	PPI
AT2G41530	AT1G15210	PPI
AT2G47640	AT1G15210	PPI
AT3G08950	AT1G15210	PPI
AT3G12530	AT1G15210	PPI
AT3G12690	AT1G15210	PPI
AT3G16050	AT1G15210	PPI
AT3G20390	AT1G15210	PPI
AT3G20650	AT1G15210	PPI
AT3G23570	AT1G15210	PPI
AT3G30842	AT1G15210	PPI
AT3G52390	AT1G15210	PPI
AT3G52580	AT1G15210	PPI
AT3G56190	AT1G15210	PPI
AT3G59410	AT1G15210	PPI
AT4G36860	AT1G15210	PPI
AT5G09390	AT1G15210	PPI
AT5G12350	AT1G15210	PPI
AT5G15450	AT1G15210	PPI
AT5G19660	AT1G15210	PPI
AT5G24400	AT1G15210	PPI
AT5G47880	AT1G15210	PPI
AT5G57625	AT1G15210	PPI
AT5G60390	AT1G15210	PPI
AT1G20260	AT1G15240	PPI
AT1G20693	AT1G15240	PPI
AT1G25155	AT1G15240	PPI
AT1G74710	AT1G15240	PPI
AT1G78770	AT1G15240	PPI
AT3G06470	AT1G15240	PPI
AT3G25900	AT1G15240	PPI
AT3G26590	AT1G15240	PPI
AT3G48930	AT1G15240	PPI
AT4G13980	AT1G15240	PPI
AT4G14240	AT1G15240	PPI
AT4G25950	AT1G15240	PPI
AT4G30800	AT1G15240	PPI
AT4G33730	AT1G15240	PPI
AT4G34555	AT1G15240	PPI
AT4G35090	AT1G15240	PPI
AT5G06290	AT1G15240	PPI
AT5G16170	AT1G15240	PPI
AT5G44740	AT1G15240	PPI
AT5G63400	AT1G15240	PPI
AT5G66640	AT1G15240	PPI
AT1G15420	AT1G07890	PPI
AT1G72320	AT1G15420	PPI
AT3G06530	AT1G15420	PPI
AT3G60860	AT1G15420	PPI
AT3G62870	AT1G15420	PPI
AT4G07410	AT1G15420	PPI
AT1G15440	AT1G04750	PPI
AT1G15440	AT1G05180	PPI
AT1G15440	AT1G07340	PPI
AT1G15440	AT1G14910	PPI
AT1G25155	AT1G15440	PPI
AT1G30220	AT1G15440	PPI
AT1G43670	AT1G15440	PPI
AT1G48605	AT1G15440	PPI
AT1G48860	AT1G15440	PPI
AT1G54270	AT1G15440	PPI
AT1G54560	AT1G15440	PPI
AT1G70490	AT1G15440	PPI
AT1G72320	AT1G15440	PPI
AT1G74710	AT1G15440	PPI
AT1G78770	AT1G15440	PPI
AT1G80190	AT1G15440	PPI
AT2G01830	AT1G15440	PPI
AT2G13620	AT1G15440	PPI
AT2G14120	AT1G15440	PPI
AT2G14560	AT1G15440	PPI
AT2G35390	AT1G15440	PPI
AT2G37925	AT1G15440	PPI
AT2G38600	AT1G15440	PPI
AT2G41380	AT1G15440	PPI
AT2G45170	AT1G15440	PPI
AT2G47090	AT1G15440	PPI
AT2G47510	AT1G15440	PPI
AT3G06530	AT1G15440	PPI
AT3G07140	AT1G15440	PPI
AT3G08710	AT1G15440	PPI
AT3G13060	AT1G15440	PPI
AT3G18370	AT1G15440	PPI
AT3G18660	AT1G15440	PPI
AT3G24010	AT1G15440	PPI
AT3G27440	AT1G15440	PPI
AT3G51880	AT1G15440	PPI
AT3G53030	AT1G15440	PPI
AT3G53870	AT1G15440	PPI
AT3G55400	AT1G15440	PPI
AT3G60180	AT1G15440	PPI
AT3G63150	AT1G15440	PPI
AT4G02050	AT1G15440	PPI
AT4G13980	AT1G15440	PPI
AT4G14800	AT1G15440	PPI
AT4G16370	AT1G15440	PPI
AT4G25850	AT1G15440	PPI
AT4G30991	AT1G15440	PPI
AT4G31985	AT1G15440	PPI
AT4G33650	AT1G15440	PPI
AT4G33730	AT1G15440	PPI
AT4G34880	AT1G15440	PPI
AT5G09390	AT1G15440	PPI
AT5G11920	AT1G15440	PPI
AT5G15090	AT1G15440	PPI
AT5G18380	AT1G15440	PPI
AT5G26250	AT1G15440	PPI
AT5G38890	AT1G15440	PPI
AT5G44830	AT1G15440	PPI
AT5G45620	AT1G15440	PPI
AT5G52640	AT1G15440	PPI
AT2G20280	AT1G15520	PPI
AT2G29540	AT1G15520	PPI
AT2G31020	AT1G15520	PPI
AT4G13090	AT1G15520	PPI
AT4G15370	AT1G15520	PPI
AT1G49540	AT1G15780	PPI
AT1G75510	AT1G15780	PPI
AT1G79730	AT1G15780	PPI
AT3G22590	AT1G15780	PPI
AT3G45630	AT1G15780	PPI
AT3G58560	AT1G15780	PPI
AT4G21010	AT1G15780	PPI
AT4G35800	AT1G15780	PPI
AT5G03220	AT1G15780	PPI
AT5G07760	AT1G15780	PPI
AT5G13680	AT1G15780	PPI
AT5G19910	AT1G15780	PPI
AT5G50320	AT1G15780	PPI
AT5G63610	AT1G15780	PPI
AT1G15880	AT1G13950	PPI
AT1G26320	AT1G15880	PPI
AT2G19160	AT1G15880	PPI
AT2G20510	AT1G15880	PPI
AT4G26510	AT1G15880	PPI
AT4G30540	AT1G15880	PPI
AT5G09590	AT1G15880	PPI
AT5G09660	AT1G15880	PPI
AT5G19090	AT1G15880	PPI
AT5G26340	AT1G15880	PPI
AT2G33340	AT1G15930	PPI
AT5G19310	AT1G15930	PPI
AT1G15960	AT1G06720	PPI
AT1G25510	AT1G15960	PPI
AT1G26140	AT1G15960	PPI
AT1G47830	AT1G15960	PPI
AT1G53900	AT1G15960	PPI
AT2G31020	AT1G15960	PPI
AT2G36380	AT1G15960	PPI
AT3G12200	AT1G15960	PPI
AT3G55810	AT1G15960	PPI
AT4G34430	AT1G15960	PPI
AT4G39830	AT1G15960	PPI
AT5G47080	AT1G15960	PPI
AT5G52640	AT1G15960	PPI
AT5G60020	AT1G15960	PPI
AT1G16030	AT1G02920	PPI
AT1G16030	AT1G03475	PPI
AT1G18830	AT1G16030	PPI
AT1G26160	AT1G16030	PPI
AT1G31660	AT1G16030	PPI
AT1G34340	AT1G16030	PPI
AT1G49490	AT1G16030	PPI
AT1G53530	AT1G16030	PPI
AT1G55810	AT1G16030	PPI
AT1G61670	AT1G16030	PPI
AT1G62740	AT1G16030	PPI
AT1G64230	AT1G16030	PPI
AT1G71530	AT1G16030	PPI
AT1G80050	AT1G16030	PPI
AT2G01830	AT1G16030	PPI
AT2G15820	AT1G16030	PPI
AT2G31970	AT1G16030	PPI
AT2G38230	AT1G16030	PPI
AT2G48100	AT1G16030	PPI
AT3G04680	AT1G16030	PPI
AT3G06720	AT1G16030	PPI
AT3G09100	AT1G16030	PPI
AT1G16030	AT3G09440	PPI
AT1G16030	AT3G12580	PPI
AT3G18030	AT1G16030	PPI
AT3G19930	AT1G16030	PPI
AT3G24350	AT1G16030	PPI
AT3G62870	AT1G16030	PPI
AT4G08800	AT1G16030	PPI
AT4G16360	AT1G16030	PPI
AT4G24040	AT1G16030	PPI
AT4G25150	AT1G16030	PPI
AT4G28200	AT1G16030	PPI
AT4G30540	AT1G16030	PPI
AT4G36630	AT1G16030	PPI
AT5G17990	AT1G16030	PPI
AT5G22060	AT1G16030	PPI
AT5G38470	AT1G16030	PPI
AT5G47880	AT1G16030	PPI
AT5G52200	AT1G16030	PPI
AT5G52640	AT1G16030	PPI
