id1	id2	type
AT2G01690	AT1G15920	PPI
AT2G01690	AT1G16470	PPI
AT2G01690	AT1G20010	PPI
AT2G01690	AT1G54140	PPI
AT2G01690	AT1G66510	PPI
AT2G01690	AT1G71010	PPI
AT2G01690	AT1G79210	PPI
AT2G01690	AT3G16650	PPI
AT2G01690	AT3G47690	PPI
AT2G01690	AT3G58560	PPI
AT2G01690	AT3G60840	PPI
AT2G01690	AT4G15900	PPI
AT2G01690	AT5G02530	PPI
AT2G01690	AT5G48370	PPI
AT2G01690	AT5G67270	PPI
AT2G01720	AT1G32210	PPI
AT2G01720	AT2G34980	PPI
AT2G01720	AT2G38960	PPI
AT2G01720	AT2G39630	PPI
AT2G01720	AT2G46280	PPI
AT2G01720	AT3G01340	PPI
AT2G01720	AT3G55360	PPI
AT2G01720	AT5G66680	PPI
AT2G01730	AT4G24710	PPI
AT2G01770	AT1G07030	PPI
AT2G01770	AT1G10130	PPI
AT2G01770	AT4G03240	PPI
AT2G02040	AT2G38670	PPI
AT2G02070	AT4G38130	PPI
AT2G02380	AT5G12410	PPI
AT2G02390	AT5G12410	PPI
AT2G02760	AT2G30110	PPI
AT2G02860	AT2G16710	PPI
AT2G02860	AT2G24500	PPI
AT2G02870	AT3G56310	PPI
AT2G03120	AT1G20200	PPI
AT2G03150	AT1G47550	PPI
AT2G03270	AT1G65700	PPI
AT2G03270	AT3G10090	PPI
AT2G03410	AT1G09460	PPI
AT2G03410	AT1G80030	PPI
AT2G03410	AT2G45200	PPI
AT2G03410	AT3G03490	PPI
AT2G03410	AT4G38600	PPI
AT2G03410	AT4G39830	PPI
AT2G03430	AT1G29150	PPI
AT2G03430	AT1G64750	PPI
AT2G03430	AT2G41630	PPI
AT2G03430	AT3G22630	PPI
AT2G03430	AT5G09900	PPI
AT2G03750	AT4G26280	PPI
AT2G03780	AT2G37020	PPI
AT2G03780	AT5G24840	PPI
AT2G03820	AT1G10300	PPI
AT2G03820	AT1G16300	PPI
AT2G03820	AT1G27400	PPI
AT2G03820	AT1G29965	PPI
AT2G03820	AT1G43170	PPI
AT2G03820	AT2G27200	PPI
AT2G03820	AT2G36620	PPI
AT2G03820	AT2G37190	PPI
AT2G03820	AT2G40010	PPI
AT2G03820	AT2G42520	PPI
AT2G03820	AT2G43750	PPI
AT2G03820	AT2G47610	PPI
AT2G03820	AT3G09200	PPI
AT2G03820	AT3G21700	PPI
AT2G03820	AT3G25520	PPI
AT2G03820	AT3G59760	PPI
AT2G03820	AT4G26600	PPI
AT2G03820	AT4G31420	PPI
AT2G03820	AT5G09900	PPI
AT2G03820	AT5G54840	PPI
AT2G03820	AT5G55920	PPI
AT2G03870	AT1G04510	PPI
AT2G03870	AT1G04730	PPI
AT2G03870	AT1G15920	PPI
AT2G03870	AT1G29550	PPI
AT2G03870	AT1G60080	PPI
AT2G03870	AT1G60170	PPI
AT2G03870	AT1G65700	PPI
AT2G03870	AT1G66740	PPI
AT2G03870	AT1G79880	PPI
AT2G03870	AT1G80070	PPI
AT2G03870	AT1G80410	PPI
AT2G03870	AT2G04845	PPI
AT2G03870	AT2G31970	PPI
AT2G03870	AT2G36200	PPI
AT2G03870	AT2G44580	PPI
AT2G03870	AT3G02820	PPI
AT2G03870	AT3G11630	PPI
AT2G03870	AT3G19210	PPI
AT2G03870	AT3G42660	PPI
AT2G03870	AT3G44530	PPI
AT2G03870	AT3G58560	PPI
AT2G03870	AT4G00660	PPI
AT2G03870	AT4G18040	PPI
AT2G03870	AT4G25120	PPI
AT2G03870	AT4G28820	PPI
AT2G03870	AT4G30220	PPI
AT2G03870	AT5G13780	PPI
AT2G03870	AT5G20850	PPI
AT2G03870	AT5G26680	PPI
AT2G03870	AT5G38890	PPI
AT2G03870	AT5G54260	PPI
AT2G03870	AT5G57450	PPI
AT2G04038	AT1G34030	PPI
AT2G04038	AT1G44790	PPI
AT2G04038	AT2G37600	PPI
AT2G04038	AT3G27240	PPI
AT2G04038	AT3G54560	PPI
AT2G04038	AT3G56340	PPI
AT2G04038	AT4G26750	PPI
AT2G04038	AT5G06150	PPI
AT2G04390	AT1G03530	PPI
AT2G04390	AT1G03930	PPI
AT2G04390	AT1G10490	PPI
AT2G04390	AT1G15440	PPI
AT2G04390	AT1G42440	PPI
AT2G04390	AT1G63810	PPI
AT2G04390	AT1G69070	PPI
AT2G04390	AT1G72370	PPI
AT2G04390	AT3G09840	PPI
AT2G04390	AT4G11010	PPI
AT2G04390	AT4G17620	PPI
AT2G04390	AT5G41190	PPI
AT2G04520	AT1G29550	PPI
AT2G04520	AT1G49240	PPI
AT2G04520	AT1G54290	PPI
AT2G04520	AT3G60240	PPI
AT2G04520	AT5G25780	PPI
AT2G04540	AT1G14400	PPI
AT2G04620	AT1G10090	PPI
AT2G04620	AT1G22740	PPI
AT2G04620	AT2G28390	PPI
AT2G04630	AT1G11475	PPI
AT2G04630	AT1G21720	PPI
AT2G04630	AT1G29940	PPI
AT2G04630	AT1G54250	PPI
AT2G04630	AT1G54440	PPI
AT2G04630	AT2G17510	PPI
AT2G04630	AT2G29540	PPI
AT2G04630	AT3G52090	PPI
AT2G04630	AT4G12610	PPI
AT2G04630	AT5G08565	PPI
AT2G04630	AT5G59180	PPI
AT2G04660	AT1G06590	PPI
AT2G04660	AT1G09590	PPI
AT2G04660	AT1G53570	PPI
AT2G04660	AT1G61580	PPI
AT2G04660	AT1G79530	PPI
AT2G04660	AT1G79930	PPI
AT2G04660	AT3G02040	PPI
AT2G04660	AT3G11910	PPI
AT2G04660	AT3G42830	PPI
AT2G04660	AT5G20570	PPI
AT2G04740	AT3G42830	PPI
AT2G04750	AT1G05470	PPI
AT2G04750	AT1G14400	PPI
AT2G04750	AT1G16190	PPI
AT2G04750	AT1G53240	PPI
AT2G04750	AT1G55255	PPI
AT2G04750	AT1G65040	PPI
AT2G04750	AT2G06510	PPI
AT2G04750	AT2G16370	PPI
AT2G04750	AT2G17420	PPI
AT2G04750	AT2G30910	PPI
AT2G04750	AT2G32850	PPI
AT2G04750	AT2G37550	PPI
AT2G04750	AT3G05520	PPI
AT2G04750	AT3G08720	PPI
AT2G04750	AT3G25230	PPI
AT2G04750	AT3G27000	PPI
AT2G04750	AT4G03430	PPI
AT2G04750	AT4G15930	PPI
AT2G04750	AT4G19640	PPI
AT2G04750	AT4G25120	PPI
AT2G04750	AT5G41150	PPI
AT2G04750	AT5G53770	PPI
AT2G04845	AT1G02840	PPI
AT2G04845	AT1G19910	PPI
AT2G04845	AT1G59860	PPI
AT2G04845	AT2G03870	PPI
AT2G04845	AT2G47600	PPI
AT2G04845	AT3G08580	PPI
AT2G04845	AT5G13490	PPI
AT2G04845	AT5G49840	PPI
AT2G04930	AT3G50670	PPI
AT2G04940	AT5G09650	PPI
AT2G04940	AT5G26980	PPI
AT2G05170	AT1G04730	PPI
AT2G05170	AT1G22740	PPI
AT2G05170	AT1G55255	PPI
AT2G05170	AT1G66740	PPI
AT2G05170	AT1G77140	PPI
AT2G05170	AT1G80410	PPI
AT2G05170	AT2G44580	PPI
AT2G05170	AT3G07120	PPI
AT2G05170	AT3G44530	PPI
AT2G05170	AT4G19640	PPI
AT2G05170	AT4G25120	PPI
AT2G05170	AT4G38630	PPI
AT2G05170	AT5G13780	PPI
AT2G05170	AT5G16830	PPI
AT2G05170	AT5G53770	PPI
AT2G05220	AT2G35390	PPI
AT2G05220	AT3G07200	PPI
AT2G05590	AT2G22290	PPI
AT2G05630	AT2G15430	PPI
AT2G05630	AT2G28910	PPI
AT2G05630	AT4G17890	PPI
AT2G05630	AT5G11150	PPI
AT2G05630	AT5G56290	PPI
AT2G05630	AT5G61970	PPI
AT2G05710	AT1G03190	PPI
AT2G05710	AT1G03930	PPI
AT2G05710	AT1G04160	PPI
AT2G05710	AT1G63160	PPI
AT2G05710	AT1G66410	PPI
AT2G05710	AT2G06510	PPI
AT2G05710	AT2G18760	PPI
AT2G05710	AT2G22290	PPI
AT2G05710	AT2G23420	PPI
AT2G05710	AT2G40360	PPI
AT2G05710	AT4G33090	PPI
AT2G05710	AT4G38600	PPI
AT2G05710	AT5G40820	PPI
AT2G05710	AT5G55300	PPI
AT2G05710	AT5G57160	PPI
AT2G05710	AT5G57950	PPI
AT2G05760	AT4G33720	PPI
AT2G05830	AT3G55280	PPI
AT2G05830	AT4G00100	PPI
AT2G05830	AT5G10810	PPI
AT2G05840	AT1G04810	PPI
AT2G05840	AT1G05620	PPI
AT2G05840	AT1G06380	PPI
AT2G05840	AT1G10430	PPI
AT2G05840	AT1G15440	PPI
AT2G05840	AT1G27470	PPI
AT2G05840	AT1G53850	PPI
AT2G05840	AT1G75330	PPI
AT2G05840	AT3G06740	PPI
AT2G05840	AT3G45740	PPI
AT2G05840	AT3G60820	PPI
AT2G05840	AT5G07630	PPI
AT2G05850	AT2G25880	PPI
AT2G05850	AT3G51130	PPI
AT2G06050	AT1G14400	PPI
AT2G06210	AT1G13060	PPI
AT2G06210	AT1G20320	PPI
AT2G06210	AT1G49540	PPI
AT2G06210	AT1G74510	PPI
AT2G06210	AT2G34210	PPI
AT2G06210	AT2G44150	PPI
AT2G06210	AT3G22630	PPI
AT2G06210	AT4G08350	PPI
AT2G06210	AT4G10710	PPI
AT2G06210	AT4G31720	PPI
AT2G06210	AT5G10270	PPI
AT2G06210	AT5G43900	PPI
AT2G06210	AT5G50320	PPI
AT2G06210	AT5G67380	PPI
AT2G06510	AT1G03530	PPI
AT2G06510	AT1G07790	PPI
AT2G06510	AT1G08260	PPI
AT2G06510	AT1G09300	PPI
AT2G06510	AT1G35160	PPI
AT2G06510	AT1G63160	PPI
AT2G06510	AT1G66740	PPI
AT2G06510	AT1G67630	PPI
AT2G06510	AT1G80710	PPI
AT2G06510	AT2G04750	PPI
AT2G06510	AT2G05710	PPI
AT2G06510	AT2G07690	PPI
AT2G06510	AT2G15240	PPI
AT2G06510	AT2G31970	PPI
AT2G06510	AT3G12780	PPI
AT2G06510	AT4G25540	PPI
AT2G06510	AT4G26970	PPI
AT2G06510	AT4G35800	PPI
AT2G06510	AT5G22110	PPI
AT2G06510	AT5G57450	PPI
AT2G06530	AT1G06400	PPI
AT2G06530	AT1G07705	PPI
AT2G06530	AT1G15920	PPI
AT2G06530	AT1G26160	PPI
AT2G06530	AT2G19830	PPI
AT2G06530	AT3G58560	PPI
AT2G06530	AT5G22950	PPI
AT2G07340	AT1G12470	PPI
AT2G07340	AT1G13290	PPI
AT2G07340	AT5G45600	PPI
AT2G07340	AT5G55670	PPI
AT2G07640	AT1G64610	PPI
AT2G07640	AT1G66410	PPI
AT2G07671	AT3G46220	PPI
AT2G07671	AT5G08670	PPI
AT2G07675	AT1G09210	PPI
AT2G07675	AT1G49400	PPI
AT2G07675	AT2G36530	PPI
AT2G07675	AT3G03600	PPI
AT2G07675	AT4G13850	PPI
AT2G07680	AT3G05560	PPI
AT2G07687	AT1G54270	PPI
AT2G07690	AT1G04160	PPI
AT2G07690	AT1G04730	PPI
AT2G07690	AT1G09770	PPI
AT2G07690	AT1G24310	PPI
AT2G07690	AT1G49240	PPI
AT2G07690	AT1G66410	PPI
AT2G07690	AT1G71790	PPI
AT2G07690	AT2G06510	PPI
AT2G07690	AT2G17930	PPI
AT2G07690	AT2G37560	PPI
AT2G07690	AT2G40550	PPI
AT2G07690	AT3G05520	PPI
AT2G07690	AT4G12620	PPI
AT2G07690	AT4G35800	PPI
AT2G07690	AT5G15680	PPI
AT2G07696	AT1G15130	PPI
AT2G07696	AT3G53090	PPI
AT2G07698	AT1G15920	PPI
AT2G07698	AT2G26140	PPI
AT2G07698	AT2G32510	PPI
AT2G07698	AT2G33040	PPI
AT2G07698	AT3G14290	PPI
AT2G07698	AT3G57350	PPI
AT2G07698	AT3G58560	PPI
AT2G07698	AT5G13450	PPI
AT2G07698	AT5G47030	PPI
AT2G07698	AT5G62500	PPI
AT2G07698	AT5G62600	PPI
AT2G07727	AT1G11650	PPI
AT2G07727	AT1G43910	PPI
AT2G07727	AT2G46470	PPI
AT2G07727	AT5G47010	PPI
AT2G07741	AT2G46470	PPI
AT2G07741	AT5G08670	PPI
AT2G07741	AT5G13450	PPI
AT2G09990	AT1G04510	PPI
AT2G09990	AT1G18660	PPI
AT2G09990	AT2G25700	PPI
AT2G09990	AT3G13640	PPI
AT2G09990	AT3G48780	PPI
AT2G10440	AT1G02080	PPI
AT2G10440	AT1G06230	PPI
AT2G10440	AT1G20970	PPI
AT2G10440	AT1G30590	PPI
AT2G10440	AT2G13370	PPI
AT2G10440	AT2G41630	PPI
AT2G10440	AT3G13445	PPI
AT2G10440	AT3G48750	PPI
AT2G10440	AT3G54280	PPI
AT2G10440	AT3G57300	PPI
AT2G10440	AT5G15680	PPI
AT2G11000	AT2G22290	PPI
AT2G11000	AT2G35690	PPI
AT2G11000	AT2G44610	PPI
AT2G11000	AT3G02820	PPI
AT2G12550	AT1G78900	PPI
AT2G12550	AT2G36170	PPI
AT2G12550	AT2G41980	PPI
AT2G12550	AT2G47110	PPI
AT2G12550	AT3G09790	PPI
AT2G12550	AT3G61150	PPI
AT2G12550	AT4G09980	PPI
AT2G12550	AT4G15930	PPI
AT2G12550	AT5G17310	PPI
AT2G12550	AT5G41770	PPI
AT2G12550	AT5G43170	PPI
AT2G12550	AT5G50950	PPI
AT2G12940	AT3G25980	PPI
AT2G13150	AT4G20310	PPI
AT2G13150	AT5G19660	PPI
AT2G13370	AT1G04730	PPI
AT2G13370	AT1G04950	PPI
AT2G13370	AT1G07660	PPI
AT2G13370	AT1G54140	PPI
AT2G13370	AT2G10440	PPI
AT2G13370	AT2G17930	PPI
AT2G13370	AT2G44150	PPI
AT2G13370	AT3G06010	PPI
AT2G13370	AT3G07740	PPI
AT2G13370	AT3G11964	PPI
AT2G13370	AT3G23620	PPI
AT2G13370	AT3G47690	PPI
AT2G13370	AT3G54610	PPI
AT2G13370	AT3G57150	PPI
AT2G13370	AT4G25630	PPI
AT2G13370	AT4G31720	PPI
AT2G13370	AT5G10790	PPI
AT2G13370	AT5G22330	PPI
AT2G13370	AT5G25150	PPI
AT2G13370	AT5G67380	PPI
AT2G13440	AT5G67320	PPI
AT2G13540	AT1G55255	PPI
AT2G13540	AT3G03490	PPI
AT2G13540	AT3G24315	PPI
AT2G13540	AT3G60240	PPI
AT2G13570	AT1G29990	PPI
AT2G13570	AT1G78900	PPI
AT2G14045	AT1G03140	PPI
AT2G14045	AT2G30330	PPI
AT2G14045	AT4G19610	PPI
AT2G14045	AT5G03560	PPI
AT2G14045	AT5G48630	PPI
AT2G14120	AT1G03930	PPI
AT2G14120	AT1G04820	PPI
AT2G14120	AT1G10930	PPI
AT2G14120	AT1G13460	PPI
AT2G14120	AT1G18600	PPI
AT2G14120	AT1G67890	PPI
AT2G14120	AT2G31725	PPI
AT2G14120	AT2G44150	PPI
AT2G14120	AT3G57350	PPI
AT2G14120	AT5G06550	PPI
AT2G14120	AT5G57015	PPI
AT2G14170	AT4G02150	PPI
AT2G14610	AT2G44150	PPI
AT2G14610	AT5G40480	PPI
AT2G15230	AT1G03930	PPI
AT2G15230	AT5G57015	PPI
AT2G15240	AT1G06400	PPI
AT2G15240	AT1G13980	PPI
AT2G15240	AT1G14400	PPI
AT2G15240	AT1G16920	PPI
AT2G15240	AT2G06510	PPI
AT2G15240	AT2G22290	PPI
AT2G15240	AT2G44610	PPI
AT2G15240	AT4G25120	PPI
AT2G15240	AT5G20850	PPI
AT2G15240	AT5G22750	PPI
AT2G15240	AT5G27740	PPI
AT2G15240	AT5G40820	PPI
AT2G15400	AT1G03280	PPI
AT2G15400	AT1G15780	PPI
AT2G15400	AT1G32130	PPI
AT2G15400	AT1G66410	PPI
AT2G15400	AT2G18040	PPI
AT2G15400	AT2G29540	PPI
AT2G15400	AT2G38560	PPI
AT2G15400	AT3G21350	PPI
AT2G15400	AT4G10670	PPI
AT2G15400	AT4G26840	PPI
AT2G15400	AT5G03220	PPI
AT2G15400	AT5G08565	PPI
AT2G15400	AT5G52640	PPI
AT2G15430	AT1G54250	PPI
AT2G15430	AT1G75510	PPI
AT2G15430	AT2G05630	PPI
AT2G15430	AT2G18040	PPI
AT2G15430	AT3G05670	PPI
AT2G15430	AT3G16980	PPI
AT2G15430	AT3G22320	PPI
AT2G15430	AT3G43810	PPI
AT2G15430	AT4G12610	PPI
AT2G15430	AT5G02820	PPI
AT2G15430	AT5G03220	PPI
AT2G15430	AT5G09920	PPI
AT2G15430	AT5G13680	PPI
AT2G15430	AT5G16780	PPI
AT2G15430	AT5G47930	PPI
AT2G15430	AT5G51940	PPI
AT2G15430	AT5G59180	PPI
AT2G15790	AT1G22882	PPI
AT2G15790	AT1G29900	PPI
AT2G15790	AT1G52360	PPI
AT2G15790	AT1G53165	PPI
AT2G15790	AT1G54210	PPI
AT2G15790	AT1G74310	PPI
AT2G15790	AT1G79990	PPI
AT2G15790	AT2G17420	PPI
AT2G15790	AT3G12580	PPI
AT2G15790	AT3G13970	PPI
AT2G15790	AT3G15220	PPI
AT2G15790	AT4G05190	PPI
AT2G15790	AT4G23710	PPI
AT2G15790	AT4G35460	PPI
AT2G15790	AT5G22480	PPI
AT2G15790	AT5G54670	PPI
AT2G15910	AT1G16190	PPI
AT2G15910	AT1G49540	PPI
AT2G15910	AT5G50320	PPI
AT2G16090	AT1G50500	PPI
AT2G16090	AT1G76140	PPI
AT2G16090	AT2G18030	PPI
AT2G16090	AT2G31270	PPI
AT2G16090	AT2G41620	PPI
AT2G16090	AT3G04240	PPI
AT2G16090	AT5G35530	PPI
AT2G16090	AT5G57020	PPI
AT2G16090	AT5G59470	PPI
AT2G16090	AT5G66540	PPI
AT2G16140	AT1G24310	PPI
AT2G16140	AT4G17020	PPI
AT2G16360	AT4G11820	PPI
AT2G16370	AT1G02920	PPI
AT2G16370	AT1G61040	PPI
AT2G16370	AT2G04750	PPI
AT2G16370	AT2G41630	PPI
AT2G16370	AT3G12810	PPI
AT2G16370	AT4G35890	PPI
AT2G16460	AT2G19540	PPI
AT2G16570	AT1G15440	PPI
AT2G16570	AT1G79000	PPI
AT2G16570	AT3G06000	PPI
AT2G16570	AT3G57050	PPI
AT2G16600	AT1G12520	PPI
AT2G16600	AT1G17745	PPI
AT2G16600	AT1G29990	PPI
AT2G16600	AT1G54290	PPI
AT2G16600	AT2G18510	PPI
AT2G16600	AT2G36930	PPI
AT2G16600	AT2G40430	PPI
AT2G16600	AT3G05210	PPI
AT2G16600	AT3G21700	PPI
AT2G16600	AT3G22480	PPI
AT2G16600	AT3G47120	PPI
AT2G16600	AT3G49830	PPI
AT2G16600	AT3G59630	PPI
AT2G16600	AT4G19110	PPI
AT2G16600	AT4G29210	PPI
AT2G16600	AT4G38130	PPI
AT2G16600	AT5G01720	PPI
AT2G16600	AT5G09230	PPI
AT2G16600	AT5G22480	PPI
AT2G16710	AT1G15390	PPI
AT2G16710	AT1G51390	PPI
AT2G16710	AT2G02860	PPI
AT2G16710	AT2G40510	PPI
AT2G16710	AT3G25980	PPI
AT2G16710	AT3G45030	PPI
AT2G16710	AT5G02530	PPI
AT2G16710	AT5G25754	PPI
AT2G16940	AT1G53710	PPI
AT2G16940	AT1G65660	PPI
AT2G16940	AT2G18510	PPI
AT2G16940	AT2G24490	PPI
AT2G16940	AT2G44200	PPI
AT2G16940	AT2G45640	PPI
AT2G16940	AT3G23900	PPI
AT2G16940	AT4G09040	PPI
AT2G16940	AT4G19190	PPI
AT2G16940	AT5G47240	PPI
AT2G16940	AT5G47430	PPI
AT2G16940	AT5G67590	PPI
AT2G16950	AT1G04820	PPI
AT2G16950	AT1G11820	PPI
AT2G16950	AT1G23190	PPI
AT2G16950	AT1G23800	PPI
AT2G16950	AT1G29900	PPI
AT2G16950	AT1G45000	PPI
AT2G16950	AT1G53570	PPI
AT2G16950	AT1G64550	PPI
AT2G16950	AT1G70730	PPI
AT2G16950	AT1G77590	PPI
AT2G16950	AT2G20800	PPI
AT2G16950	AT2G37190	PPI
AT2G16950	AT2G39640	PPI
AT2G16950	AT2G40010	PPI
AT2G16950	AT2G47790	PPI
AT2G16950	AT3G08580	PPI
AT2G16950	AT3G55360	PPI
AT2G16950	AT3G60770	PPI
AT2G16950	AT4G05020	PPI
AT2G16950	AT4G26870	PPI
AT2G16950	AT4G31180	PPI
AT2G16950	AT5G09250	PPI
AT2G16950	AT5G13490	PPI
AT2G16950	AT5G15200	PPI
AT2G16950	AT5G19820	PPI
AT2G16950	AT5G20010	PPI
AT2G16950	AT5G23670	PPI
AT2G16950	AT5G43010	PPI
AT2G16950	AT5G55190	PPI
AT2G16950	AT5G56150	PPI
AT2G16970	AT1G34370	PPI
AT2G16970	AT1G74060	PPI
AT2G16980	AT2G25840	PPI
AT2G17050	AT5G66640	PPI
AT2G17190	AT1G04810	PPI
AT2G17190	AT1G09100	PPI
AT2G17190	AT1G13060	PPI
AT2G17190	AT1G23410	PPI
AT2G17190	AT1G53750	PPI
AT2G17190	AT1G64750	PPI
AT2G17190	AT2G19860	PPI
AT2G17190	AT2G21170	PPI
AT2G17190	AT2G36170	PPI
AT2G17190	AT3G05530	PPI
AT2G17190	AT3G22110	PPI
AT2G17190	AT3G55360	PPI
AT2G17190	AT4G29020	PPI
AT2G17190	AT5G56150	PPI
AT2G17200	AT1G54140	PPI
AT2G17200	AT1G71800	PPI
AT2G17200	AT2G36170	PPI
AT2G17200	AT4G02570	PPI
AT2G17250	AT1G72440	PPI
AT2G17250	AT2G17360	PPI
AT2G17250	AT2G35690	PPI
AT2G17250	AT3G09630	PPI
AT2G17250	AT3G16810	PPI
AT2G17265	AT1G02690	PPI
AT2G17265	AT1G20200	PPI
AT2G17265	AT3G21700	PPI
AT2G17265	AT3G23620	PPI
AT2G17360	AT1G04510	PPI
AT2G17360	AT1G15440	PPI
AT2G17360	AT1G31660	PPI
AT2G17360	AT1G63810	PPI
AT2G17360	AT1G69070	PPI
AT2G17360	AT1G71350	PPI
AT2G17360	AT1G77670	PPI
AT2G17360	AT2G17250	PPI
AT2G17360	AT3G05000	PPI
AT2G17360	AT3G13640	PPI
AT2G17360	AT4G05410	PPI
AT2G17360	AT4G26840	PPI
AT2G17360	AT4G36630	PPI
AT2G17380	AT1G12780	PPI
AT2G17380	AT1G60780	PPI
AT2G17380	AT2G18100	PPI
AT2G17380	AT3G49830	PPI
AT2G17380	AT5G02530	PPI
AT2G17420	AT1G02690	PPI
AT2G17420	AT1G54290	PPI
AT2G17420	AT2G04750	PPI
AT2G17420	AT2G15790	PPI
AT2G17420	AT3G24170	PPI
AT2G17420	AT4G03430	PPI
AT2G17420	AT5G53480	PPI
AT2G17440	AT1G01750	PPI
AT2G17440	AT1G02080	PPI
AT2G17440	AT1G15780	PPI
AT2G17440	AT1G29550	PPI
AT2G17440	AT1G29990	PPI
AT2G17440	AT1G55860	PPI
AT2G17440	AT2G28820	PPI
AT2G17440	AT3G10920	PPI
AT2G17440	AT3G13640	PPI
AT2G17440	AT3G16840	PPI
AT2G17440	AT3G23580	PPI
AT2G17440	AT4G26840	PPI
AT2G17440	AT5G03905	PPI
AT2G17440	AT5G60670	PPI
AT2G17510	AT1G01210	PPI
AT2G17510	AT1G60620	PPI
AT2G17510	AT2G04630	PPI
AT2G17510	AT3G06720	PPI
AT2G17510	AT3G23890	PPI
AT2G17510	AT5G13010	PPI
AT2G17510	AT5G35910	PPI
AT2G17510	AT5G60040	PPI
AT2G17520	AT1G18830	PPI
AT2G17520	AT1G19650	PPI
AT2G17520	AT1G29330	PPI
AT2G17520	AT1G51740	PPI
AT2G17520	AT1G60970	PPI
AT2G17520	AT1G71820	PPI
AT2G17520	AT1G76490	PPI
AT2G17520	AT3G07740	PPI
AT2G17520	AT3G44340	PPI
AT2G17520	AT3G50670	PPI
AT2G17520	AT3G56190	PPI
AT2G17520	AT5G13710	PPI
AT2G17530	AT1G02510	PPI
AT2G17530	AT1G10580	PPI
AT2G17530	AT1G57550	PPI
AT2G17530	AT1G80070	PPI
AT2G17530	AT2G22290	PPI
AT2G17530	AT5G58290	PPI
AT2G17530	AT5G62600	PPI
AT2G17570	AT1G11680	PPI
AT2G17570	AT3G47690	PPI
AT2G17630	AT1G08630	PPI
AT2G17800	AT1G12070	PPI
AT2G17800	AT3G16785	PPI
AT2G17800	AT4G31170	PPI
AT2G17800	AT5G12150	PPI
AT2G17930	AT1G02690	PPI
AT2G17930	AT1G02740	PPI
AT2G17930	AT1G07990	PPI
AT2G17930	AT1G52740	PPI
AT2G17930	AT1G55520	PPI
AT2G17930	AT2G07690	PPI
AT2G17930	AT2G13370	PPI
AT2G17930	AT2G28360	PPI
AT2G17930	AT3G06010	PPI
AT2G17930	AT3G06720	PPI
AT2G17930	AT4G04350	PPI
AT2G17930	AT4G26840	PPI
AT2G17930	AT4G37280	PPI
AT2G17980	AT1G04750	PPI
AT2G17980	AT1G05520	PPI
AT2G17980	AT1G26670	PPI
AT2G17980	AT1G49240	PPI
AT2G17980	AT1G50500	PPI
AT2G17980	AT1G75660	PPI
AT2G17980	AT2G45200	PPI
AT2G17980	AT4G01400	PPI
AT2G17980	AT4G04910	PPI
AT2G17980	AT4G34450	PPI
AT2G18000	AT1G04730	PPI
AT2G18000	AT1G08780	PPI
AT2G18000	AT1G10450	PPI
AT2G18000	AT1G11890	PPI
AT2G18000	AT1G12520	PPI
AT2G18000	AT1G13580	PPI
AT2G18000	AT1G14400	PPI
AT2G18000	AT1G15920	PPI
AT2G18000	AT1G54140	PPI
AT2G18000	AT1G61040	PPI
AT2G18000	AT1G80410	PPI
AT2G18000	AT2G22290	PPI
AT2G18000	AT2G44150	PPI
AT2G18000	AT2G44580	PPI
AT2G18000	AT3G06740	PPI
AT2G18000	AT3G07120	PPI
AT2G18000	AT3G21060	PPI
AT2G18000	AT3G22480	PPI
AT2G18000	AT3G22590	PPI
AT2G18000	AT3G42660	PPI
AT2G18000	AT3G44530	PPI
AT2G18000	AT3G47690	PPI
AT2G18000	AT3G49660	PPI
AT2G18000	AT3G49830	PPI
AT2G18000	AT3G58560	PPI
AT2G18000	AT4G25120	PPI
AT2G18000	AT4G30890	PPI
AT2G18000	AT5G13680	PPI
AT2G18000	AT5G13780	PPI
AT2G18000	AT5G22330	PPI
AT2G18000	AT5G23290	PPI
AT2G18000	AT5G26680	PPI
AT2G18000	AT5G49510	PPI
AT2G18000	AT5G53770	PPI
AT2G18000	AT5G61150	PPI
AT2G18000	AT5G67320	PPI
AT2G18020	AT3G13640	PPI
AT2G18020	AT3G22630	PPI
AT2G18020	AT3G61240	PPI
AT2G18020	AT5G14520	PPI
AT2G18030	AT2G16090	PPI
AT2G18030	AT5G14170	PPI
AT2G18040	AT1G53850	PPI
AT2G18040	AT2G15400	PPI
AT2G18040	AT2G15430	PPI
AT2G18040	AT2G34210	PPI
AT2G18040	AT2G35940	PPI
AT2G18040	AT2G41630	PPI
AT2G18040	AT3G14290	PPI
AT2G18040	AT3G19940	PPI
AT2G18040	AT3G25230	PPI
AT2G18040	AT3G54610	PPI
AT2G18040	AT4G08350	PPI
AT2G18040	AT4G21710	PPI
AT2G18040	AT5G25380	PPI
AT2G18040	AT5G63610	PPI
AT2G18100	AT2G17380	PPI
AT2G18100	AT3G02040	PPI
AT2G18100	AT4G11380	PPI
AT2G18220	AT1G01960	PPI
AT2G18220	AT1G03150	PPI
AT2G18220	AT1G22760	PPI
AT2G18220	AT1G25260	PPI
AT2G18220	AT1G29965	PPI
AT2G18220	AT1G33390	PPI
AT2G18220	AT1G43170	PPI
AT2G18220	AT1G77050	PPI
AT2G18220	AT2G01250	PPI
AT2G18220	AT2G37990	PPI
AT2G18220	AT2G40700	PPI
AT2G18220	AT2G44860	PPI
AT2G18220	AT2G47250	PPI
AT2G18220	AT3G01610	PPI
